episode,speakers,emotions,utterances,triggers
utterance_1014,"['Joey', 'Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Chandler', 'Joey']","['surprise', 'surprise', 'surprise', 'disgust', 'neutral', 'joy', 'anger', 'anger']","['The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!', 'What?', 'The ring is gone!', 'Ugh.', 'Just a sec, give me a minute to wake up for this\x97Ah-ha-ha!!', 'You lost the ring!', ""You're the worst best man ever!"", ""Dude, this isn't funny!""]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
utterance_1015,"['Joey', 'Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Joey']","['surprise', 'surprise', 'surprise', 'disgust', 'neutral', 'joy', 'anger', 'anger', 'fear']","['The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!', 'What?', 'The ring is gone!', 'Ugh.', 'Just a sec, give me a minute to wake up for this\x97Ah-ha-ha!!', 'You lost the ring!', ""You're the worst best man ever!"", ""Dude, this isn't funny!"", 'What am I gonna do?!']","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1016,"['Joey', 'Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Joey', 'Joey']","['surprise', 'surprise', 'surprise', 'disgust', 'neutral', 'joy', 'anger', 'anger', 'fear', 'joy']","['The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!', 'What?', 'The ring is gone!', 'Ugh.', 'Just a sec, give me a minute to wake up for this\x97Ah-ha-ha!!', 'You lost the ring!', ""You're the worst best man ever!"", ""Dude, this isn't funny!"", 'What am I gonna do?!', ""I go to bed last night, everything's cool!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1017,"['Joey', 'Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Joey', 'Joey', 'Joey']","['surprise', 'surprise', 'surprise', 'disgust', 'neutral', 'joy', 'anger', 'anger', 'fear', 'joy', 'fear']","['The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!', 'What?', 'The ring is gone!', 'Ugh.', 'Just a sec, give me a minute to wake up for this\x97Ah-ha-ha!!', 'You lost the ring!', ""You're the worst best man ever!"", ""Dude, this isn't funny!"", 'What am I gonna do?!', ""I go to bed last night, everything's cool!"", ""I wake up this morning, the stripper's gone and the ring is gone!""]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
utterance_1018,"['Joey', 'Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Joey', 'Joey', 'Joey', 'Chandler']","['surprise', 'surprise', 'surprise', 'disgust', 'neutral', 'joy', 'anger', 'anger', 'fear', 'joy', 'fear', 'surprise']","['The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!', 'What?', 'The ring is gone!', 'Ugh.', 'Just a sec, give me a minute to wake up for this\x97Ah-ha-ha!!', 'You lost the ring!', ""You're the worst best man ever!"", ""Dude, this isn't funny!"", 'What am I gonna do?!', ""I go to bed last night, everything's cool!"", ""I wake up this morning, the stripper's gone and the ring is gone!"", 'You slept with the stripper?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1019,"['Ross', 'Joey', 'Rachel', 'Ross']","['anger', 'anger', 'neutral', 'fear']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna']","[0.0, 0.0, 0.0, 0.0]"
utterance_1020,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1021,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1022,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey', 'Rachel']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral', 'neutral']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place."", 'Okay. Okay. Okay. Joey, I have']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1023,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral', 'neutral', 'neutral', 'surprise']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place."", 'Okay. Okay. Okay. Joey, I have', 'What-what is it, what is it?', ""Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]"
utterance_1024,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral', 'neutral', 'neutral', 'surprise', 'fear']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place."", 'Okay. Okay. Okay. Joey, I have', 'What-what is it, what is it?', ""Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone."", ""Oh no, no-no-no-no! I don't want to know!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1025,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral', 'neutral', 'neutral', 'surprise', 'fear', 'anger']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place."", 'Okay. Okay. Okay. Joey, I have', 'What-what is it, what is it?', ""Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone."", ""Oh no, no-no-no-no! I don't want to know!"", 'Yes! Yes! Yes, you do want to know! This is unbelievable!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1026,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral', 'neutral', 'neutral', 'surprise', 'fear', 'anger', 'disgust']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place."", 'Okay. Okay. Okay. Joey, I have', 'What-what is it, what is it?', ""Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone."", ""Oh no, no-no-no-no! I don't want to know!"", 'Yes! Yes! Yes, you do want to know! This is unbelievable!', ""I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
utterance_1027,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral', 'neutral', 'neutral', 'surprise', 'fear', 'anger', 'disgust', 'surprise']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place."", 'Okay. Okay. Okay. Joey, I have', 'What-what is it, what is it?', ""Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone."", ""Oh no, no-no-no-no! I don't want to know!"", 'Yes! Yes! Yes, you do want to know! This is unbelievable!', ""I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!"", 'What? What secrets? You know secrets? What are they?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1028,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral', 'neutral', 'neutral', 'surprise', 'fear', 'anger', 'disgust', 'surprise', 'disgust', 'fear']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place."", 'Okay. Okay. Okay. Joey, I have', 'What-what is it, what is it?', ""Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone."", ""Oh no, no-no-no-no! I don't want to know!"", 'Yes! Yes! Yes, you do want to know! This is unbelievable!', ""I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!"", 'What? What secrets? You know secrets? What are they?', ""And you're not supposed to be gossiping!!"", ""I know, I know! I just can't keep this one in, so I pick up the phone""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1029,"['Ross', 'Joey', 'Rachel', 'Ross', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey']","['anger', 'anger', 'neutral', 'fear', 'anger', 'fear', 'neutral', 'neutral', 'neutral', 'surprise', 'fear', 'anger', 'disgust', 'surprise', 'disgust', 'fear', 'anger']","['What difference does that make?!', ""Well, I'm just\x97if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna', ""Uh, Rachel's here, so good luck man, let me know how it works out."", 'Oh, Joey, I have such a problem!', ""Oh well, you're timing couldn't be better. I am putting out fires all over the place."", 'Okay. Okay. Okay. Joey, I have', 'What-what is it, what is it?', ""Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone."", ""Oh no, no-no-no-no! I don't want to know!"", 'Yes! Yes! Yes, you do want to know! This is unbelievable!', ""I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!"", 'What? What secrets? You know secrets? What are they?', ""And you're not supposed to be gossiping!!"", ""I know, I know! I just can't keep this one in, so I pick up the phone"", ""I'm not listening to you!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1030,"['Rachel', 'Rachel']","['joy', 'anger']","[""Oh! Yay! Look! There's a piece that doesn't have floor on it!"", 'Hey, come on now!']","[0.0, 0.0]"
utterance_1031,"['Joey', 'Joey', 'The Interviewer', 'Joey']","['neutral', 'neutral', 'neutral', 'anger']","[""Uhh, I don't believe in these crazy diets y'know, just everything in moderation."", ""I'll take those to go.  For the kids."", 'Oh, I know what I wanted to ask you. You were on the show years ago and then they killed you off. What happened there?', ""It was so stupid, I said some stuff in an interview that I shouldn't have said.""]","[0.0, 0.0, 1.0, 1.0]"
utterance_1032,"['Joey', 'Joey', 'The Interviewer', 'Joey', 'Joey']","['neutral', 'neutral', 'neutral', 'anger', 'neutral']","[""Uhh, I don't believe in these crazy diets y'know, just everything in moderation."", ""I'll take those to go.  For the kids."", 'Oh, I know what I wanted to ask you. You were on the show years ago and then they killed you off. What happened there?', ""It was so stupid, I said some stuff in an interview that I shouldn't have said."", ""But believe me, that's not gonna happen today.""]","[0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_1033,"['Rachel', 'Phoebe', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral']","['Ha!', 'So you like the drums!', ""That's, that's great!"", ""Y'know, I was worried, that, you know, they would maybe an unbearable living situation.""]","[0.0, 0.0, 0.0, 0.0]"
utterance_1034,"['Rachel', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'sadness']","['Ha!', 'So you like the drums!', ""That's, that's great!"", ""Y'know, I was worried, that, you know, they would maybe an unbearable living situation."", 'All right, okay, well, apparently not!']","[0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1035,"['Rachel', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'sadness', 'joy']","['Ha!', 'So you like the drums!', ""That's, that's great!"", ""Y'know, I was worried, that, you know, they would maybe an unbearable living situation."", 'All right, okay, well, apparently not!', 'So, yay!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1036,"['Rachel', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Joey', 'Joey']","['neutral', 'joy', 'joy', 'neutral', 'sadness', 'joy', 'neutral', 'joy']","['Ha!', 'So you like the drums!', ""That's, that's great!"", ""Y'know, I was worried, that, you know, they would maybe an unbearable living situation."", 'All right, okay, well, apparently not!', 'So, yay!', 'Hey-hey, Pheebs, check it out, we already learned a song.  Ready? One, two, three, four...', 'Tequila!!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1037,"['Joey', 'Rachel', 'Joey']","['surprise', 'sadness', 'anger']","['Whoa-whoa, Treeger made you cry?', 'Yes! And he said really mean things that were only partly true.', ""I'm gonna go down there and teach that guy a lesson.""]","[0.0, 1.0, 0.0]"
utterance_1038,"['Joey', 'Rachel', 'Joey', 'Monica', 'Rachel']","['surprise', 'sadness', 'anger', 'fear', 'anger']","['Whoa-whoa, Treeger made you cry?', 'Yes! And he said really mean things that were only partly true.', ""I'm gonna go down there and teach that guy a lesson."", ""Joey, please don't do that. I think it's best that we just forget about it."", ""That's easy for you to say, you weren't almost just killed.""]","[0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1039,"['Joey', 'Rachel', 'Joey', 'Monica', 'Rachel', 'Joey']","['surprise', 'sadness', 'anger', 'fear', 'anger', 'neutral']","['Whoa-whoa, Treeger made you cry?', 'Yes! And he said really mean things that were only partly true.', ""I'm gonna go down there and teach that guy a lesson."", ""Joey, please don't do that. I think it's best that we just forget about it."", ""That's easy for you to say, you weren't almost just killed."", ""All right that's it, school is in session!""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1040,"['Joey', 'Rachel', 'Joey', 'Monica', 'Rachel', 'Joey', 'Monica']","['surprise', 'sadness', 'anger', 'fear', 'anger', 'neutral', 'surprise']","['Whoa-whoa, Treeger made you cry?', 'Yes! And he said really mean things that were only partly true.', ""I'm gonna go down there and teach that guy a lesson."", ""Joey, please don't do that. I think it's best that we just forget about it."", ""That's easy for you to say, you weren't almost just killed."", ""All right that's it, school is in session!"", 'My God! Is this a gym card?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1041,"['Joey', 'Rachel', 'Joey', 'Monica', 'Rachel', 'Joey', 'Monica', 'Chandler', 'Ross', 'Chandler']","['surprise', 'sadness', 'anger', 'fear', 'anger', 'neutral', 'surprise', 'neutral', 'neutral', 'joy']","['Whoa-whoa, Treeger made you cry?', 'Yes! And he said really mean things that were only partly true.', ""I'm gonna go down there and teach that guy a lesson."", ""Joey, please don't do that. I think it's best that we just forget about it."", ""That's easy for you to say, you weren't almost just killed."", ""All right that's it, school is in session!"", 'My God! Is this a gym card?', ""Oh yeah, gym member. I try to go four times a week, but I've missed the last 1200 times."", ""So why don't you quit?"", ""You don't think I've tried? You think I""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
